Timestamp,Voltage,Current,Power,Energy
14:31:09,11.78,4.16,49.00,15.232
14:31:10,11.81,4.03,47.54,15.245
14:31:11,11.80,4.15,48.97,15.259
14:31:12,11.82,4.13,48.86,15.272
14:31:13,11.78,4.16,49.02,15.286
14:31:14,11.78,4.10,48.28,15.299
14:31:15,11.78,4.12,48.46,15.313
14:31:16,11.82,4.01,47.38,15.326
14:31:17,11.79,4.03,47.54,15.339
14:31:18,11.81,4.13,48.73,15.353
14:31:19,11.81,3.99,47.14,15.366
14:31:20,11.80,4.10,48.34,15.379
14:31:21,11.78,4.08,48.03,15.393
14:31:22,11.81,4.05,47.83,15.406
14:31:23,11.77,4.00,47.11,15.419
14:31:24,11.80,4.00,47.21,15.432
14:31:25,11.77,4.07,47.91,15.446
14:31:26,11.78,4.00,47.09,15.459
14:31:27,11.78,3.98,46.86,15.472
14:31:28,11.77,4.05,47.71,15.485
14:31:29,11.77,4.08,48.01,15.498
14:31:30,11.80,4.10,48.42,15.512
14:31:31,11.78,4.09,48.20,15.525
14:31:32,11.77,4.06,47.83,15.538
14:31:33,11.79,3.97,46.84,15.551
14:31:34,11.76,4.05,47.58,15.565
14:31:35,11.79,4.07,47.99,15.578
14:31:36,11.76,4.03,47.35,15.591
14:31:37,11.78,4.05,47.76,15.604
14:31:38,11.76,3.93,46.25,15.617
14:31:39,11.77,4.07,47.92,15.630
14:31:40,11.74,3.97,46.64,15.643
14:31:41,11.76,3.96,46.51,15.656
14:31:42,11.75,3.92,46.03,15.669
14:31:43,11.77,4.01,47.15,15.682
14:31:44,11.78,3.98,46.86,15.695
14:31:45,11.78,3.98,46.93,15.708
14:31:46,11.74,4.00,46.93,15.721
14:31:47,11.74,3.91,45.83,15.734
14:31:48,11.74,3.98,46.69,15.747
14:31:49,11.77,4.02,47.39,15.760
14:31:50,11.74,3.92,45.96,15.773
14:31:51,11.77,3.95,46.44,15.786
14:31:52,11.75,3.95,46.46,15.799
14:31:53,11.75,4.02,47.22,15.812
14:31:54,11.75,4.03,47.33,15.825
14:31:55,11.73,3.91,45.90,15.838
14:31:56,11.74,3.89,45.62,15.850
14:31:57,11.74,3.99,46.89,15.863
14:31:58,11.73,3.96,46.45,15.876
14:31:59,11.72,3.98,46.62,15.889
14:32:00,11.75,3.91,45.99,15.902
14:32:01,11.75,3.94,46.28,15.915
14:32:02,11.72,3.96,46.47,15.928
14:32:03,11.74,3.97,46.60,15.941
14:32:04,11.75,3.87,45.51,15.953
14:32:05,11.71,3.99,46.76,15.966
14:32:06,11.74,3.92,46.04,15.979
14:32:07,11.70,3.96,46.30,15.992
14:32:08,11.71,3.97,46.48,16.005
14:32:09,11.73,3.96,46.48,16.018
14:32:10,11.72,3.90,45.69,16.031
14:32:11,11.72,3.95,46.27,16.043
14:32:12,11.72,3.86,45.21,16.056
14:32:13,11.74,3.89,45.70,16.069
14:32:14,11.73,3.93,46.15,16.082
14:32:15,11.72,3.85,45.17,16.094
14:32:16,11.70,3.90,45.61,16.107
14:32:17,11.73,3.91,45.86,16.119
14:32:18,11.73,3.82,44.81,16.132
14:32:19,11.70,3.96,46.29,16.145
14:32:20,11.69,3.85,45.01,16.157
14:32:21,11.72,3.84,44.94,16.170
14:32:22,11.72,3.87,45.33,16.182
14:32:23,11.68,3.91,45.70,16.195
14:32:24,11.71,3.93,45.97,16.208
14:32:25,11.71,3.87,45.28,16.220
14:32:26,11.68,3.86,45.14,16.233
14:32:27,11.70,3.85,45.02,16.245
14:32:28,11.70,3.95,46.24,16.258
14:32:29,11.67,3.94,46.01,16.271
14:32:30,11.67,3.94,45.98,16.284
14:32:31,11.69,3.92,45.82,16.297
14:32:32,11.67,3.89,45.39,16.309
14:32:33,11.70,3.82,44.70,16.322
14:32:34,11.67,3.85,44.88,16.334
14:32:35,11.68,3.86,45.05,16.347
14:32:36,11.68,3.89,45.45,16.359
14:32:37,11.67,3.82,44.61,16.372
14:32:38,11.66,3.84,44.81,16.384
14:32:39,11.68,3.88,45.37,16.397
14:32:40,11.68,3.85,44.98,16.409
14:32:41,11.68,3.85,44.90,16.422
14:32:42,11.69,3.83,44.82,16.434
14:32:43,11.66,3.88,45.23,16.447
14:32:44,11.66,3.92,45.69,16.459
14:32:45,11.66,3.93,45.83,16.472
14:32:46,11.66,3.93,45.79,16.485
14:32:47,11.68,3.93,45.88,16.497
14:32:48,11.67,3.78,44.13,16.510
14:32:49,11.68,3.78,44.16,16.522
14:32:50,11.67,3.90,45.53,16.535
14:32:51,11.69,3.84,44.93,16.547
14:32:52,11.66,3.80,44.27,16.559
14:32:53,11.68,3.88,45.34,16.572
14:32:54,11.65,3.82,44.54,16.584
14:32:55,11.65,3.87,45.10,16.597
14:32:56,11.64,3.87,45.05,16.609
14:32:57,11.66,3.88,45.22,16.622
14:32:58,11.66,3.85,44.86,16.634
14:32:59,11.66,3.80,44.25,16.647
14:33:00,11.67,3.82,44.61,16.659
14:33:01,11.64,3.78,43.99,16.671
14:33:02,11.66,3.92,45.75,16.684
14:33:03,11.65,3.84,44.73,16.697
14:33:04,11.67,3.87,45.15,16.709
14:33:05,11.63,3.86,44.84,16.722
14:33:06,11.62,3.86,44.86,16.734
14:33:07,11.62,3.89,45.16,16.747
14:33:08,11.64,3.91,45.48,16.759
14:33:09,11.62,3.81,44.32,16.771
14:33:10,11.64,3.89,45.24,16.784
14:33:11,11.64,3.80,44.18,16.796
14:33:12,11.65,3.85,44.92,16.809
14:33:13,11.63,3.92,45.61,16.821
14:33:14,11.61,3.80,44.16,16.834
14:33:15,11.65,3.90,45.45,16.846
14:33:16,11.63,3.91,45.41,16.859
14:33:17,11.65,3.82,44.48,16.871
14:33:18,11.61,3.86,44.75,16.884
14:33:19,11.60,3.91,45.32,16.896
14:33:20,11.63,3.83,44.59,16.909
14:33:21,11.64,3.84,44.71,16.921
14:33:22,11.61,3.83,44.49,16.933
14:33:23,11.61,3.88,45.03,16.946
14:33:24,11.61,3.88,45.01,16.958
14:33:25,11.63,3.79,44.05,16.971
14:33:26,11.64,3.90,45.41,16.983
14:33:27,11.59,3.92,45.40,16.996
14:33:28,11.63,3.81,44.35,17.008
14:33:29,11.59,3.94,45.65,17.021
14:33:30,11.61,3.87,44.93,17.033
14:33:31,11.60,3.92,45.49,17.046
14:33:32,11.59,3.88,44.97,17.059
14:33:33,11.60,3.83,44.50,17.071
14:33:34,11.58,3.87,44.79,17.083
14:33:35,11.59,3.94,45.70,17.096
14:33:36,11.63,3.87,44.96,17.109
14:33:37,11.59,3.81,44.20,17.121
14:33:38,11.58,3.92,45.35,17.133
14:33:39,11.60,3.87,44.91,17.146
14:33:40,11.58,3.88,44.98,17.158
14:33:41,11.57,3.92,45.31,17.171
14:33:42,11.58,3.91,45.31,17.184
14:33:43,11.60,3.87,44.86,17.196
14:33:44,11.59,3.83,44.41,17.208
14:33:45,11.61,3.83,44.49,17.221
14:33:46,11.58,3.90,45.21,17.233
14:33:47,11.59,3.86,44.74,17.246
14:33:48,11.57,3.84,44.40,17.258
14:33:49,11.61,3.89,45.14,17.271
14:33:50,11.56,3.86,44.69,17.283
14:33:51,11.57,3.95,45.74,17.296
14:33:52,11.59,3.84,44.56,17.308
14:33:53,11.57,3.98,45.98,17.321
14:33:54,11.57,3.95,45.72,17.334
14:33:55,11.59,3.94,45.64,17.346
14:33:56,11.60,3.98,46.09,17.359
14:33:57,11.59,3.85,44.66,17.371
14:33:58,11.58,3.91,45.26,17.384
14:33:59,11.55,3.96,45.73,17.397
14:34:00,11.58,3.95,45.77,17.409
14:34:01,11.56,3.93,45.42,17.422
14:34:02,11.58,4.00,46.26,17.435
14:34:03,11.55,3.95,45.62,17.448
14:34:04,11.59,3.90,45.23,17.460
14:34:05,11.57,4.00,46.25,17.473
14:34:06,11.57,4.01,46.42,17.486
14:34:07,11.58,3.97,45.93,17.499
14:34:08,11.58,3.88,44.91,17.511
14:34:09,11.58,3.93,45.50,17.524
14:34:10,11.54,4.02,46.34,17.537
14:34:11,11.57,3.97,45.96,17.549
14:34:12,11.53,3.91,45.11,17.562
14:34:13,11.55,3.93,45.33,17.575
14:34:14,11.53,3.93,45.27,17.587
14:34:15,11.57,3.96,45.80,17.600
14:34:16,11.56,3.93,45.40,17.612
14:34:17,11.54,4.01,46.29,17.625
14:34:18,11.53,3.92,45.23,17.638
14:34:19,11.56,3.92,45.32,17.650
14:34:20,11.56,4.00,46.22,17.663
14:34:21,11.53,4.04,46.60,17.676
14:34:22,11.55,3.99,46.12,17.689
14:34:23,11.55,3.99,46.09,17.702
14:34:24,11.55,3.92,45.26,17.714
14:34:25,11.55,4.07,47.04,17.727
14:34:26,11.54,3.99,46.07,17.740
14:34:27,11.52,3.98,45.81,17.753
14:34:28,11.54,3.99,46.04,17.766
14:34:29,11.53,4.04,46.61,17.779
14:34:30,11.55,4.07,46.99,17.792
14:34:31,11.55,4.09,47.24,17.805
14:34:32,11.53,3.96,45.63,17.818
14:34:33,11.50,3.97,45.69,17.830
14:34:34,11.55,4.00,46.23,17.843
14:34:35,11.53,4.07,46.92,17.856
14:34:36,11.53,3.99,46.06,17.869
14:34:37,11.54,3.97,45.82,17.882
14:34:38,11.51,4.08,46.93,17.895
14:34:39,11.53,4.05,46.67,17.908
14:34:40,11.50,3.98,45.76,17.920
14:34:41,11.52,4.06,46.75,17.933
14:34:42,11.53,3.98,45.92,17.946
14:34:43,11.50,3.99,45.83,17.959
14:34:44,11.52,4.13,47.56,17.972
14:34:45,11.48,4.11,47.17,17.985
14:34:46,11.53,4.13,47.63,17.998
14:34:47,11.50,4.11,47.21,18.011
14:34:48,11.53,4.15,47.83,18.025
14:34:49,11.49,4.07,46.72,18.038
14:34:50,11.48,4.09,46.92,18.051
14:34:51,11.48,4.03,46.28,18.064
14:34:52,11.50,4.16,47.86,18.077
14:34:53,11.47,4.16,47.71,18.090
14:34:54,11.52,4.12,47.43,18.103
14:34:55,11.50,4.11,47.24,18.116
14:34:56,11.51,4.06,46.73,18.129
14:34:57,11.48,4.12,47.27,18.143
14:34:58,11.49,4.13,47.43,18.156
14:34:59,11.50,4.10,47.18,18.169
